Reserve Officer Training Corps Association (HROTCA),"The purpose of the HROTCA is to create a united group on campus for students interested in military service or military careers, with a focus on opportunities in college. The group will seek to provide support for those already in the services, information to those interested in the services, and an environment for better understanding and appreciation of military service.",tbd,-
Response,"Response is a group of undergraduate students trained to provide peer counseling on any and all relationship issues -- from concerns about dating to concerns about sexual harassment or assault. We are here to provide non-judgmental, non-directive, and anonymous support, and resources to Harvard undergraduates of all genders and sexualities",harvardresponse@gmail.com,http://harvardresponse.com
Right to Life,"Harvard Right to Life is a student-run, non-sectarian organization dedicated to the principle that all human life is of inestimable value and must be respected and defended from conception to natural death.           We work for the illegalization of abortion, euthanasia, embryonic stem cell research, and other practices that deny this principle and try to reduce the instances of these practices in a society where they are legal. To this end, we write letters and editorials, host speakers, put up educational displays and posters, participate in walks, and support pregnancy resource centers.",prolifeharvard@gmail.com,https://harvardrighttolife.org
River Charles Ensemble,"In the busy schedules of university students, it is difficult to find a time and place for musical development at an institution so strongly committed to academia. The River Charles Ensemble believes that the highest level of musical and personal development in the academic musician requires a blend of circumstances that build upon selflessness, generosity, and sincerity. Interdependency within the ensemble is a fundamental feature that requires every member to be active leaders in the music-making process and expectations for the highest quality of performance is driven by a demand for intense creativity and a strong commitment to standard as well as innovative performance traditions. The River Charles Ensemble is committed to providing and evolving the environment and atmosphere that strives to enrich quality musical expression in the lives of Harvard-affiliated students, allowing them to make a strong musical impact on all audiences around the world.",rce@hcs.harvard.edu,http://www.rivercharlesensemble.com/
Road to Recovery,-,tbd,-
Robotics Club,"The Harvard Undergraduate Robotics Club (HURC) seeks to provide Harvard Undergraduates with an opportunity to participate in exciting and educational STEM-related projects, to engage students in machine-building processes, and to compete in a variety of robotics competitions.                   HURC encourages its members to always strive to create efficient and meaningful robots. HURC members will identify and develop innovative solutions to problems in their communities, form teams, and build robots in efforts to solve these problems. Meetings will consist of robot and machine-building workshops, programming workshops, engineering design discussions, and student-faculty panels.",hurcofficial@gmail.com,http://harvardrobotics.com
Rock Review,-,tbd,-
"Rock, Paper, Scissors Club",-,tbd,-
Romanian Association,The goal of the Harvard Romanian Association is to promote Romanian culture and language within the scope of a global democratic multicultural society.,hra@hcs.harvard.edu,http://hcs.harvard.edu/~hra/
Room 13,"Room 13 is here to listen and talk through anything on your mind ??? every night, all night, in person, and on the phone. We???re a safe space for any undergraduate student to find comfort and support.         Our resource is:    Confidential. Room 13 maintains strict confidentiality. Your words are safe with us.     Anonymous. When you call or drop in, you don???t need to give us your name or any identifying information.     Nonjudgmental. We take you and your concerns seriously, and everything expressed within our space is considered valid. No criticism, no judgment.    Nondirective. We don???t pretend to know your experience better than you, and we???ll let you guide the conversation.         Who are we?    Two students staff Room 13 every night. Our counselors are all peers ??? sophomores, juniors, and seniors at Harvard ??? who are selected carefully and trained extensively. We always have two counselors in the Room at a time, so on the off chance you recognize one, you???ll never have to be counseled by that person.         What can you drop in about?    Anything on your mind, anything keeping you up at night, or anything you???re not sure who to talk to about. Topics might include identity, alcohol and drugs, gender, race, SES, grief, relationships, social life, eating, health, school, and more, including feelings you can???t quite put a name to. Room 13 is a little like the Room of Requirement ??? nothing is too big, small, specific, or general.         Where are we, and when are we open?    Thayer basement: 7pm-7am, every night of the academic year.    On the phone (617-495-4949): 7pm-7am, every night of the academic year.    PfoHo Jordans South Basement (???QuadTalk???): 9pm-12am, Tuesdays.        Our spaces are really cozy ??? we???d love for you to come by when we???re open to get a feel for our rooms, even before you have something you???d like to talk about.",harvardroom13@gmail.com,http://hcs.harvard.edu/~room13
Roxbury Youth Initiative Summer (RYI) (PBHA),"Roxbury Youth Initiative is designed to give academic enrichment and personal support to campers aged 6 through 13 from the Roxbury community. All summer long, the camp provides daily morning classroom academics, which are geared toward teaching fundamental concepts in math, science, and literacy as well as teaching concepts and ideas in the areas of government and history. The afternoons are spent participating in field trips and activities that supplement the learning received in the classroom, as well as provide a source of recreation for the children. The goal is to not only promote academic achievement, but also to cultivate excitement about learning, to expose Roxbury children to a world not yet discovered by them, to foster an understanding of how integral they are to the world, and to give the children concrete tolls that they may use later in life to participate and better this world in its greater sense. Roxbury Youth initiative initially began as two separate camps serving the communities of Academy Homes and Dudley, which are both in Roxbury. Last year these two were combined allowing the program to serve Roxbury as one entity. Roxbury is a predominantly African-American and Latino community located in Boston.",RYI@pbha.org,-
Roxbury Youth Initiative Term (RYIT) (PBHA),n/a,ryit@pbha.org,-
Rural Health Association,"The Harvard College Rural Health Association (HCRHA) is concerned with increasing the amount of attention paid to the health burdens faced by rural communities in the United States.          HCRHA&#39;s two-fold mission is to promote the critical discussion of rural health issues on campus and to provide opportunities for students to reduce health disparities by working directly with rural communities and rural health organizations. This organization is founded upon the belief that quality health care is a human right and should be made accessible to rural populations. We believe that through increased attention to rural health matters, students can develop programs and public health officials can implement policies that promote health in the context of geographic, economic, and cultural challenges faced by rural populations.           The vision of the Harvard College Rural Health Association is to prepare and motivate students to become future contributors and leaders in improving the health of rural communities. Harvard students who participate in HCRHA&#39;s trips and events will be better informed about population health in rural areas of the nation. By developing an interest in these issues through HCRHA, students may be better prepared to achieve advancements in improving the health status of rural citizens in their future careers.",hcrha.harvard@gmail.com,-
Russian Speakers Association,"The Harvard College Russian Speakers Association aims to promote Russian and Integrated Eurasian languages and cultures on campus. This organization provides a forum for students to speak Russian with their peers, whether to foster a sense of cultural belonging or to hone their language skills in a supportive environment. It is a way of bringing people with common interests together through activities such as barbecues, parties, attending music concerts, movie screenings, cultural trips, restaurant visits, and language tables.",harvardrussianspeakers@gmail.com,-
Sab Club,-,tbd,-
Satire V,"Satire V is Harvard&#39;s undergraduate-run humor publication. Satire V is written for the Harvard community at-large, focusing on bringing satirical Harvard, national, and international news into the public sphere.",satirev.notes@gmail.com,http://www.satirev.org
Scholars at Risk,"Harvard College Students for Scholars at Risk engages Harvard students in direct dialogue with scholars who have faced various forms of persecution for scholarship under oppressive regimes for their work and/or their various axes of identity. We provide the rare opportunity for students to form relationships with at-risk scholars that are under a protection at Harvard. Our activities educate and inspire both discourse and action surrounding both the work of the scholars and situations of persecution. Our student group provides opportunities for students to interact meaningfully with topics of human rights, literature and freedom of expression.          We provide opportunities for students to actively engage with the subjects of human rights and freedom of expression through personal scholarly and artistic endeavors. Regular student group activities involve blogging, speaker events and teas, frequent contact with at-Risk scholars, and writing Master Classes and teach-ins for letter writing.",hcssar@gmail.com,-
Science Fiction Association (HRSFA),"The purpose of the Harvard-Radcliffe Science Fiction Association (HRSFA) is to promote the appreciation of speculative fiction and geek culture, and to provide a community for those interested in these things.",hrsfa-puppeteers@hcs.harvard.edu,http://www.hrsfa.org
Science of Psychedelics Club,-,tbd,-
Science Olympiad (HUSO),Harvard Undergraduate Science Olympiad (HUSO) is a Harvard College student organization dedicated to enriching the experience of middle and high school students participating in Science Olympiad by hosting an annual Invitational Tournament.,team@sciolyharvard.org,https://harvardscioly.org
Science Review,"The Harvard Science Review is an undergraduate-produced, biannual review journal with coverage of contemporary topics in science, research, and technology; a founding member of the International Collegiate Science Journal. HSR is the oldest science publication at Harvard.",harvard.sci.review@gmail.com,http://harvardsciencereview.com
Scientista,"Harvard College Scientista aims to promote the advancement and collaboration of college and graduate women in science, technology, engineering, and mathematics (STEM) on Harvard University&#39;s campus through campus events and campus-related resources as well as by connecting women to a larger network of women in STEM. The purpose of Harvard College Scientista is to provide women in STEM with the resources and support necessary to help them succeed in their current and future endeavors. We will do this through the publication of online content, the posting of STEM resources and opportunities, hosting campus events to build the Scientista community, and engaging with women in STEM at the national and international level. Through Harvard College Scientista, Harvard students seeking information about the status of women in STEM will have the opportunity to impact and be impacted by each other.",harvard@scientistafoundation.com,http://scientistafoundation.com/harvard
Seneca Inc.,-,tbd,-
Senior Class Committee,"The Senior Class Committee (SCC) functions under the umbrella of the Harvard Alumni Association to bring together the senior class of Harvard College as each class prepares to enter alumni life. By offering leadership to the class, crafting a class identity, and building inclusive community, the SCC serves a vital function in the life of each class of the College. During senior year, the SCC is responsible for planning all class-specific social programing, culminating in Senior Week and Class Day. Additionally, the SCC is expected to work in tandem with the Senior Gift Campaign. SCC is composed of 8 marshals, 12 House reps, a secretary, treasurer, two media masters, and two Senior Gift co-chairs. After Commencement, SCC members will remain representatives of their class and take responsibility for keeping the class connected through regular communication, official Reunions, and other class-wide events and initiatives.",tbd,-
Seventh-day Adventist Fellowship (HCSDAF),"The Harvard College Seventh-day Adventist Fellowship (HCSDAF) aims to foster and support a community of believers by providing a platform for students to worship, reflect, connect and learn from each other. We also want to create a space for all students to experience and witness the Seventh-day Adventist Church through Bible study, service, fellowship and personal health education.",sda-list@lists.hcs.harvard.edu,-
Sexual Health Awareness &amp; Relationship Communication (SHARC),"SHARC (Sexual Health Awareness &amp; Relationship Communication) Educators are a group of undergraduates who educate Harvard students about issues of contraception, pregnancy, sexually transmitted infections, relationships, pleasure, and sexuality. In addition to giving workshops around campus and tabling at events, SHARC always stocks several brands of condoms (internal and external), lube, and dental dams which are available to students for free at our office hours in various dining halls. Come and talk to us! Promise we don&#39;t bite :)",harvard.sharc@gmail.com,http://www.harvardsharc.com/
Sexual Health Education &amp; Advocacy throughout Harvard College (SHEATH),"Sexual Health Education &amp; Advocacy throughout Harvard College (SHEATH) is dedicated to empowering members of the Harvard community to explore their experiences with love and sex by providing comprehensive programming addressing a wide range of issues relating to sex, relationships, dating, sexual health, and sexuality through SHEATH&#39;s conclusive event, Sex Week at Harvard. SHEATH aims to unite diverse members of Harvard&#39;s community, as well as the greater Cambridge/Boston community, by promoting open, honest, holistic, culturally competent, and inclusive sexual health education and discussion. Through the collaborative effort of Sex Week, SHEATH seeks to connect individuals and communities both within and beyond Harvard through common human experiences with love, sex, sexuality, and relationships.",sexweekatharvard@gmail.com,http://www.harvardsexweek.org
SHADE,"SHADE is a safe and accountable space for students of color at Harvard who identify as lesbian, gay, bisexual, same-gender loving, transgender, queer or who are simply questioning or exploring their current identity. SHADE recognizes that our identities as People of Color and our Queer experiences are inseparable from one another; and we seek to raise awareness of this truth on campus. SHADE primarily serves as safe-space that facilitates dialogue, builds communities, and works towards gaining visibility through traditions, active leadership, and pride. In addition SHADE also aims to honor the advances made by Queer People of Color amid various geopolitical, sociological, and institutional pressures, as well as identify what being a Queer Person of Color means and what the community represents. Most centrally, SHADE aims to empower members to embrace all components of their identity and feel comfortable expressing them on campus and beyond.",shadeatharvard@gmail.com,-
Sikh Student Association,"SACH (Sikhs and Companions of Harvard): Harvard&#39;s Sikh Student Association aims to provide Harvard students with the opportunity to engage in and understand Sikh religious and cultural history, practice, traditions, and special occasions. We aim to create a platform to provide information about Sikhism and an open forum for students to share their views on Sikhism, what being a Sikh means to them, and an avenue for events and activities pertaining to Sikhism. SACH is entirely student-run and student-driven and together we celebrate our religious and cultural heritage through Gurdwara outings, open discussions and dialogues, events, and community meals. SACH welcomes everyone to its close-knit community.",harvardsach@gmail.com,-
"Singaporean, Indonesia, and Malaysia Association (SIAMA)","The Singapore, Indonesia and Malaysia Association (SIAMA) is the undergraduate student organization at Harvard that aims to represent the unique cultures of these three countries of related heritage on campus. It also serves to promote an understanding of our cultures within the wider University community and helps to network Singaporean, Indonesian and Malaysian undergraduates at the University.                    The organization was founded in the late 1980s and currently has an active membership of around 25 undergraduates. Membership in the organization is open to all students in good standing currently enrolled at Harvard College. Membership is not required to participate in our activities. These activities include socials, cultural movie screenings, regular cook-outs and study breaks, trips in and around Boston and cultural performances.",siama.harvardcollege@gmail.com,https://www.facebook.com/HarvardSIAMA/
Slavic Finance and Technology Association,-,tbd,-
Small Claims Advisory Service (SCAS) (PBHA),"The Small Claims Advisory Service informs individuals of their rights and options in small claims court. Many socio-economically-disadvantaged individuals are unaware of their rights as consumers and tenants. We believe that this disparity in information and access detracts from the legitimacy of our legal system. To help correct these wrongs, SCAS operates a telephone information service in our Phillips Brooks House and assist clients in person at our community office at Greater Boston Legal Services in downtown Boston. SCAS also makes presentations in the communities we serve, publishes brochures, manuals, and videos, and advocates for structural (i.e. legislative) reform.",scas@pbha.org,http://masmallclaims.org
Smart Woman Securities (SWS),"Smart Woman Securities (SWS) seeks to provide undergraduate women with the skills necessary to make investment decisions through market education, exposure to industry professionals, and real-world financial experience.",harvardsmartwoman@gmail.com,https://www.harvardsmartwoman.org
Social Enterprise Association (HCSEA),"HCSEA is a student-run organization that strives to promote and engage in social enterprise, the application of the belief that business methods and entrepreneurship can achieve scalable and sustainable improvement in the world (including for-profit, non-profit, and non-governmental organizations). Our mission is to educate, motivate and connect students in order to establish the next generation of leaders in social enterprise and non-profit social sector. In this past year, HCSEA has been focusing on educational disparity in China, and in the future, HCSEA will aim to strengthen our on-campus presence while maintaining our affiliations abroad.",hcseaofficial@gmail.com,-
Social Innovation Collaborative,"Mission: The Harvard College Social Innovation Collaborative (SIC) brings together members of the Harvard community who would like to pursue innovative solutions to the world??s most pressing social and environmental problems. SIC aims to train and empower new and established entrepreneurs by creating mentorship networks and opportunities for undergraduates. We celebrate collaboration and hope to foster meaningful connections between community members and socially responsible causes.          Methods: SIC creates a productive, open dialogue about social innovation and supports creative ideas through diverse campus-wide events, skill-building workshops, and enriching partnerships with organizations at and beyond Harvard. Our annual Igniting Innovation Summit on Social Entrepreneurship is one of the largest undergraduate-run conferences of its kind. We maintain strong connections with mentors from Harvard Business School, Harvard Kennedy School and Harvard Law School.          Vision: We hope to expose young innovators to social solutions that can be executed through non-profit, for-profit and hybrid model enterprises. SIC envisions an active support network of socially responsible partners at Harvard and across the nation, and we aspire to be the cardinal undergraduate resource at Harvard for all individuals and ideas seeking to ignite innovation.",sicollaborative@gmail.com,https://www.harvardsic.org/
Society for Ethical Leadership,-,tbd,-
Society for Food Allergy and Intolerance Awareness,-,tbd,-
"Society for Mind, Brain, and Behavior (HSMBB)","The Harvard Society for Mind, Brain, and Behavior is an undergraduate organization that fosters exchange across disciplines: among students who are formally involved in Mind/Brain/Behavior program tracks (neurobiology, psychology, philosophy, computer science, history of science, biological anthropology, and linguistics) or else informally interested in MBB-related topics or courses. Programs include dinner discussions with faculty, movie nights, field trips, symposia, and other special events.",hsmbb@hcs.harvard.edu,http://www.hsmbb.org
Society for the Cinematic Arts,"The Harvard College Society for the Cinematic Arts strives to foster an appreciation for the filmic arts among the student body and to develop a sense of community among students with a passion for all aspects of cinema. The Society consists of three programs to facilitate this community. The Student Film Initiative brings together students with interests in differing aspects of cinema and provides a community for them to share their interests and collaborate on their own projects. The Harvard College Arc Lamp Journal which functions as a bimonthly online journal with an annual print publication bringing together both film analysis and criticism with both a contemporary and historical perspective. Finally, the Film Viewing Society provides an outlet for popular, experimental, and classic films presented to members along with associated discussion.",hcscinematicarts@gmail.com,-
Society of Arab Students,"The Society seeks to support students of Arab origin, promote awareness of Arab issues, and provide a forum for all those interested in the Arab World. We seek to raise awareness of issues related to the region by hosting political, cultural and social events at Harvard.",arabs@hcs.harvard.edu,http://www.harvardsas.com
Society of Black Scientists and Engineers (HSBSE),"The Harvard Society of Black Scientist and Engineers (HSBSE) seeks to provide support for black Harvard students pursuing degrees in the life sciences, engineering, the applied sciences, and other STEM fields. Our primary aim is to foster a sense of community among black students in STEM at Harvard. We also seek to promote the social standing of black students in science and engineering, as well as offer career advising, professional development workshops, and assist in job placement. Furthermore, we strive to serve as mentors and tutors to encourage STEM education in the wider Cambridge community. Ultimately, we strive to combat underrepresentation in the sciences by facilitating the growth of black scientists at every level.",harvard.hsbse@gmail.com,https://www.hcs.harvard.edu/hsbse
Society of Hispanic Engineers (SHPE),-,tbd,-
Society of Physics Students (SPS),"To advance undergraduate knowledge and appreciation of physics, encourage social interaction between physics students, and advise students within the physics department. The SPS serves to maintain the strong community amongst physics and physical sciences concentrators.",physics@hcs.harvard.edu,http://hcs.harvard.edu/~physics/
Society of Women Engineers (SWE),"Harvard SEAS Society of Women Engineers (SWE) inspires and supports women to achieve full potential in careers as engineers and leaders, expand the image of the engineering profession as a positive force in improving the quality of life, and demonstrate the value of diversity.",sweharvardseas@gmail.com,http://harvardseasswe.us/
Somali Student Association,-,tbd,-
SoulFood Christian Fellowship,"The Harvard College SoulFood Christian Fellowship (SF) is a student group committed to use all of who we are to demonstrate and invite Harvard???s black community into Jesus??? love, freedom, and restoration. SF seeks to nurture deep relationships with God and each other through Bible Study, worship, fellowship and service in the Harvard community and beyond.",harvard.soulfood@gmail.com,-
South African Society (SAS),"To provide a forum for those from South Africa or interested in the country to discuss politics, network, listen to local music and celebrate South African traditions and holidays. We wish to celebrate our diverse culture, welcome freshmen, celebrate with seniors and be a point of contact for anyone wanting to visit the country",harvardsouthafricansociety@gmail.com,-
South Asian Association (SAA),"Since 1986, the South Asian Association (SAA) has served Harvard as a vehicle for students, faculty, and community members to engage with South Asia and its Diaspora through academic-political, social, and cultural initiatives. With over 400 current members and a growing body of alumni, SAA is one of Harvard&#39;s largest and most active student groups.         As part of our continued efforts to raise awareness and understanding of South Asian academic and political issues, we have held numerous discussions with faculty members, public figures and local, national, and international leaders, while also working to expand the focus on South Asia in the undergraduate curriculum. Recognizing the unique role college students can play in development and community-building, we help SAA members serve the communities within the Subcontinent and Diaspora by fundraising for relevant philanthropies through our events. Every year, we seek to bring members of the SAA community closer together with a variety of social activities, including dances and study breaks, allowing members to develop bonds that will last long beyond their time at Harvard. And with events like our recent student-concert featuring Penn Masala and annual South Asia Week, we bring to life the culture of South Asia at Harvard. In fact, the hallmark of the year for SAA is its annual cultural production Ghungroo, which will go on for the 30th time in March of 2018.        Since its inception, SAA&#39;s size has grown with its scope and has expanded to reach out to students across Harvard&#39;s campus and beyond.",harvardsaa@gmail.com,http://www.harvardsaa.org
South Asian Men&#39;s Collective (SAMC),"SAMC will provide all interested members of the Harvard community with an outlet for addressing issues of social justice, poverty alleviation, and economic development in South Asia. SAMC will present opportunities for direct involvement in addressing said concerns that yield tangible results. A critical core value of the Collective will be to instill in members a commitment to service and giving back to the South Asian community that has contributed so much to our lives.                                        SAMC will also work to strengthen a sense of brotherhood between members and create a supportive arena for dialogue and discussion. The SAMC community will provide members with mentors, peers, and friends. Furthermore, the Collective will seek to build a multi-ethnic network of service-oriented students on campus, thereby empowering members with both an internal sense of brotherhood and a larger sense of solidarity with other groups to which they might not otherwise be exposed.                                         Additionally, SAMC is concerned with the political, social, and cultural issues regarding South Asian men on Harvard University&#39;s campus and in the larger community. The group will seek to further greater awareness and understanding of these issues in the Harvard community by appropriate means such as social events, meetings, seminars, fundraisers and other activities. SAMC will provide an outlet for members of the Harvard community, particularly South Asian males, to address concerns of the dichotomy between identity and heritage; the interrelationship amongst men and women in the community; and of masculinity as challenged in the American landscape.",samc.harvard@gmail.com,http://www.harvardsamc.com/
South Asian Music Association,-,tbd,-
South Asian Women&#39;s Collective,"The South Asian Women&#39;s Collective aims to provide a cultural and social community for those interested in South Asian women&#39;s issues and to foster meaningful discussions, new friendships, and a sense of belonging and comfort on Harvard&#39;s campus. SAWC plans a mix of academic, social and culture events that are open to all students. ",harvardcollegesawc@gmail.com,-
South Boston Afterschool Program (SAS) (PBHA),"PBHA&#39;s South Boston After School (SAS) is an arts-based literacy program for low-income youth who reside in South Boston. SAS utilizes an enrichment curriculum to promote the positive youth development of first and second graders who attend the James F. Condon Elementary School. SAS strives to empower youth through an academic enrichment and arts-based literacy curriculum, emphasizing academic confidence, conflict resolution, interdependence, prevention of risk-taking behaviors, and respect for diversity. Each Monday and/or Wednesday (2:00 - 5:30 PM), tutors will support one or two students with their homework and then participate in group-wide workshop activities. SAS participants and volunteers also attend events like field trips and Family Fun Nights so that students, families, and volunteers can build meaningful relationships. SAS also builds upon connections made over the summer by providing programming for the same students served by the South Boston Outreach Summer program.",southieafterschool@pbha.org,-
South Boston Outreach Summer (SBOS) (PBHA),"South Boston Outreach Summer Program provides a summer day camp for at-risk children whose mothers are working to further their education through the Julie&#39;s Family Learning Program in South Boston. Our forty-four campers, ages 6-13, come primarily from the Old Colony and West Broadway public housing developments in South Boston. South Boston Outreach encompasses education, diversity, and social responsibility through hands-on activities and field trips. Campers explore their own community as well as the larger city around them in order to understand their own ethnic heritage and to appreciate the diversity of Boston. Also, our two overnight camping trips give campers a chance to work together as a team, discover nature, and learn basic environmental awareness. During the summer, counselors live in an apartment in the Old Colony Housing Project, which allows us to become full-time members of the community and develop social bonds with campers and their families. The senior counselor salary is $3400.",SBOS@pbha.org,-
South Slavic Society,"The Harvard College South Slavic Society seeks to promote greater awareness and understanding of social, political, and cultural issues in the countries of the Balkans and the former Yugoslavia.    ",harvardsouthslavicsociety@gmail.com,http://thehub.college.harvard.edu/org/hsss
Southerners Organizing Urgent Transformation Through Harvard College,SOUTTH is committed to enacting intersectional justice in the American South and redefining prevailing narratives of the South by highlighting the region&#39;s historical and ongoing progressive and diverse people in pursuance of national transformation. SOUTTH is a member of the Harvard Foundation Student Advisory Committee.,contactSOUTTH@gmail.com,http://www.facebook.com/soutth
Spanish Association,-,tbd,-
Speak Out Loud (SOL),"Harvard College Speak Out Loud (SOL) is an inclusive community of artists dedicated to creating and promoting original spoken word poetry. We embrace and encourage collaboration with other groups to foster new conversations around identity and other topics. We emphasize both the personal journey of writing and community aspects of the public one of performance. Most fundamentally, we believe that by speaking our stories, accepting them as works in progress, we can build a supportive community where we challenge ourselves to make art honestly, responsibly, creatively. SOL welcomes all who wish to write or listen, regardless of experience or affiliation.",harvardsol@gmail.com,http://www.harvardsol.com
Special Olympics,"Harvard College Special Olympics aims to empower individuals with intellectual disabilities by encouraging them to develop physical fitness, gain self-confidence, have fun, and form lasting relationships with other athletes and volunteers. Harvard College students connect with Cambridge-area community members to raise awareness and promote acceptance of individuals with intellectual disabilities. No prior experience with sports or individuals with disabilities is necessary to become a volunteer.",harvardcollegespecialolympics@gmail.com,-
Sports Analysis Collective,"This club is for those who are interested in analyzing sports from a quantitative standpoint. We use mathematical and statistical models and techniques to investigate a wide variety of topics such as, but not limited to, predicting outcomes of games, refining and developing strategies during in-game situations, evaluating players and teams, and analyzing team personnel decisions. A background in statistics and mathematics as well as a working knowledge of sports is helpful, but certainly not necessary, as this club will teach modeling techniques and provide guidance for individual quantitative projects.          We host weekly meetings in which we discuss current sports topics from an analytical perspective. The group also produces academic literature that has been featured at a sports statistics conference and in the Journal of Quantitative Analysis in Sports. Additionally, the club runs a blog and has a pre-professional component as we frequently host guest speakers from the sports world. Guests have included football and baseball writers, Red Sox, Patriots, Celtics, and Oakland Athletics executives.",harvardsportsanalysis@gmail.com,http://harvardsportsanalysis.org/
Stand-Up Comic Society (HCSUCS),"The Harvard Stand Up Comic Society is dedicated to promoting the art of stand-up comedy through stand-up performances, stand-up jam sessions, comedy workshops, and comedy appreciation. We connect students with opportunities to perform at local and off-campus comedy venues, as well as hold big on-campus shows 1-2 times a month. There are plenty of funny people at Harvard, and we love to help them find and use their comic voices!         As one of the most culturally diverse comedy organizations on campus, we encourage free expression, comedic and otherwise, at our performances, and take every effort to be one of the most inclusive groups (comedy or otherwise) on campus. ",harvardstandup@gmail.com,http://www.hcs.harvard.edu/hcsucs/
Stem Cell Society,"The Harvard College Stem Cell Society is a student organization dedicated to cultivating the interests of students in stem cells and regenerative biology, and to advancing stem cell science by raising awareness and promoting education about the complex concerns surrounding stem cell research. Since their discovery, stem cells have been a fascinating subject of research and a useful tool for genetic manipulations in the laboratory. Due to several seminal discoveries in the recent past, there has been a surge in interest in stem cells and their potential for regenerative therapies in humans; this surge is also seen amongst students at Harvard College.          The goals of the HCSCS extend far beyond merely the science of stem cell research into the realms of politics, law, ethics and morality. Furthermore, the field is filled with myths and misconceptions that have led to negative public responses in the past years. Our organization plans to address these issues by hosting a wide variety of events on campus such as lectures by famous stem cell biologists, and journal clubs to keep students up-to-date on recent discoveries. In addition, our organization will attempt to demystify stem cell research in the eyes of the public and promote stem cell research as a possible career path for the younger generation. Lastly, because our organization will provide students on campus with the support, knowledge and resources to further pursue their interests in stem cells and regenerative biology, we hope to establish a collaborative network of undergraduate researchers with a strong sense of community, using the HCSCS as a forum to voice their opinions and to make friends who share the common interest of stem cells and regenerative biology.",harvardcollegestemcell@gmail.com,http://harvardcollegestemcell.squarespace.com
Strategy and Wargaming Society,-,tbd,-
STRIVE,"STRIVE is a mentoring program for teenagers with sickle cell disease. The full acronym stands for Sickle cell Teens Raising awareness, Initiating change, Voicing opinions, and Empowering themselves. The full name encapsulates the values of the program. We aim to build a support network for teenagers to help them cope with chronic pain, foster confidence and self-advocacy, and guide students towards an auspicious future. We aim to do this through close one-on-one and group relationships with a focus on education and healthcare.",boston@nextstep.org,-
"Strong Women, Strong Girls (SWSG) (PBHA)","Looking for a great way to help young girls build positive self-esteem? Interested in spreading the word about the awesome accomplishments of strong women? The Strong Women, Strong Girls program is a weekly mentoring program designed to provide elementary school-aged girls with the skills they will need to become strong and successful women. Using fun project-based activities, mentors will work with small groups of girls after school to teach important life skills including public speaking, critical thinking, proper etiquette and cultural sensitivity. For more information about the Strong Women, Strong Girls project visit the website at http://www.swsg.org.",swsg@pbha.org,-
Student Art Collective,-,tbd,-
Student Astronomers at Harvard-Radcliffe (STAHR),"STAHR works to educate members of the Harvard community about recreational astronomy. Upon completion of an introductory telescope course, students and affiliates may use the Loomis-Michael telescope (located on the Science Center roof) on their own. STAHR also offers advanced courses, hosts open houses, sponsors guest speakers and organizes Dark Sky field trips each semester.",harvardstahr@gmail.com,http://www.hcs.harvard.edu/~stahr/
Student Labor Action Movement (SLAM) (PBHA),"Student Labor Action Movement (formerly the Progressive Student Labor Movement) is committed to activism and education in support of social and economic justice. PSLM campaigns have been directed toward worker and labor issues on campus and on a national level; they include the Living Wage Campaign and the Anti-Sweatshop Campaign, as well as campaigns initiated by local unions and community organizations. PSLM members participate in and help lead campaigns, as well as organize new ones.",slam@pbha.org,-
Student Mental Health Liaisons (SMHL),"Student Mental Health Liaisons are student leaders in promoting a supportive student  community at Harvard. We work to encourage open conversation about matters of mental health  and educate students about resources on campus. Ultimately, we hope to help the community to better understand issues of emotional well-being, recognize signs of students in distress, and feel comfortable navigating resources for support.",smhlrmc@gmail.com,http://www.harvardsmhl.org
Student Theater Advancing Growth &amp; Empowerment (S.T.A.G.E.),"Harvard STAGE was conceived by Harvard students as a way to bridge the disconnect between the college and the surrounding community and to emphasize the connection between theater and public service in general. STAGE does so by bringing college students together with their younger peers to grow through theater and by bringing the broader community together to support it.          STAGE recruits members at the start of each semester. Members are Harvard students with a talent and interest in any or all of the following areas: theatrical performance, dance, oratory, directing, producing, technical design (lights, costumes, set, sound, props), choreography, music directing, script writing/score composing, etc. Members must also have a distinguished record of public service and must commit to weekly involvement working with the middle school children in STAGE??s after-school program.          Throughout the school year, STAGE members run a weekly after-school program serving children who would otherwise have little or no exposure to the performing arts. STAGE uses a curriculum designed to introduce children to the basics of theatrical performance, emphasizing the importance of creativity, communication skills, and self-esteem. STAGE members work with the children to help them develop their own theatrical pieces, both reality-based and imaginative.           In April,, STAGE hosts STAGE Spectacular - a day-long whirlwind tour in which after-school participants are introduced to all aspects of the performing arts by working with different Harvard student arts organizations.           STAGE&#39;s afterschool program culminates in a showcase of the students&#39; pieces at the end of the year on campus, intended to highlight the achievements of the students and to raise awareness of the potential for the arts in the community.",harvardstage@gmail.com,http://pbha.org/stage
Students for Israel,"As the Harvard Israel Initiative, it is our mission to create and maintain a strong pro-Israel community on Harvard???s campus. The club is based on the shared belief in the Jewish right of self-determination in the land of Israel. We strive to foster productive dialogue and expand our knowledge base while challenging our personal beliefs in an effort to grow as learners, thinkers, and doers. We aim to open routes of communication not just within but also outside of the pro-Israel community. It is our goal to create opportunities for direct engagement with Israeli society, to connect students with Israeli culture, and to offer educational experiences that will lead to productive, nuanced stances relating to Israel.",hsi-list@hcs.harvard.edu,-
